Type	Filename	Filename with path	Base filename	Line	Column	Column(0 indexed)	Message level	Message number	Message number (4 digits)	Message text	Message help file	Verbose text	Rule	Group id
++ WARNING ++	Rule-10.03-from-floating.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-floating.c	Rule-10	356	14	13	1	4453	4453	 An expression of 'essentially floating' type (float) is being converted to signed type, 'signed int' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4453.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-floating.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-floating.c	Rule-10	357	14	13	1	4453	4453	 An expression of 'essentially floating' type (float) is being converted to signed type, 'signed int' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4453.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-floating.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-floating.c	Rule-10	358	15	14	1	4453	4453	 An expression of 'essentially floating' type (float) is being converted to signed type, 'signed int' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4453.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-floating.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-floating.c	Rule-10	362	14	13	1	4453	4453	 An expression of 'essentially floating' type (double) is being converted to signed type, 'signed int' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4453.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-floating.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-floating.c	Rule-10	363	14	13	1	4453	4453	 An expression of 'essentially floating' type (double) is being converted to signed type, 'signed int' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4453.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-floating.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-floating.c	Rule-10	364	15	14	1	4453	4453	 An expression of 'essentially floating' type (double) is being converted to signed type, 'signed int' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4453.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-floating.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-floating.c	Rule-10	372	14	13	1	1266	1266	 A floating constant is being converted to integral type on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\1266.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-floating.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-floating.c	Rule-10	373	14	13	1	1266	1266	 A floating constant is being converted to integral type on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\1266.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-floating.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-floating.c	Rule-10	374	15	14	1	1266	1266	 A floating constant is being converted to integral type on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\1266.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-floating.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-floating.c	Rule-10	378	14	13	1	1266	1266	 A floating constant is being converted to integral type on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\1266.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-floating.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-floating.c	Rule-10	379	14	13	1	1266	1266	 A floating constant is being converted to integral type on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\1266.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-floating.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-floating.c	Rule-10	380	15	14	1	1266	1266	 A floating constant is being converted to integral type on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\1266.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-floating.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-floating.c	Rule-10	384	14	13	1	4454	4454	 An expression of 'essentially floating' type (float) is being converted to unsigned type, 'unsigned int' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4454.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-floating.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-floating.c	Rule-10	385	14	13	1	4454	4454	 An expression of 'essentially floating' type (float) is being converted to unsigned type, 'unsigned int' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4454.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-floating.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-floating.c	Rule-10	386	15	14	1	4454	4454	 An expression of 'essentially floating' type (float) is being converted to unsigned type, 'unsigned int' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4454.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-floating.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-floating.c	Rule-10	390	14	13	1	4454	4454	 An expression of 'essentially floating' type (double) is being converted to unsigned type, 'unsigned int' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4454.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-floating.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-floating.c	Rule-10	391	14	13	1	4454	4454	 An expression of 'essentially floating' type (double) is being converted to unsigned type, 'unsigned int' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4454.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-floating.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-floating.c	Rule-10	392	15	14	1	4454	4454	 An expression of 'essentially floating' type (double) is being converted to unsigned type, 'unsigned int' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4454.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	248	22	21	1	1294	1294	 An integer constant of 'essentially signed' type is being converted to type _Bool on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\1294.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	249	13	12	1	1294	1294	 An integer constant of 'essentially signed' type is being converted to type _Bool on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\1294.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	250	13	12	1	1294	1294	 An integer constant of 'essentially signed' type is being converted to type _Bool on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\1294.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	251	15	14	1	1294	1294	 An integer constant of 'essentially signed' type is being converted to type _Bool on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\1294.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	255	22	21	1	4430	4430	 An expression of 'essentially signed' type (signed char) is being converted to Boolean type, '_Bool' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4430.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	256	13	12	1	4430	4430	 An expression of 'essentially signed' type (signed char) is being converted to Boolean type, '_Bool' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4430.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	257	13	12	1	4430	4430	 An expression of 'essentially signed' type (signed char) is being converted to Boolean type, '_Bool' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4430.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	258	15	14	1	4430	4430	 An expression of 'essentially signed' type (signed char) is being converted to Boolean type, '_Bool' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4430.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	262	22	21	1	4430	4430	 An expression of 'essentially signed' type (signed char) is being converted to Boolean type, '_Bool' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4430.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	263	13	12	1	4430	4430	 An expression of 'essentially signed' type (signed char) is being converted to Boolean type, '_Bool' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4430.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	264	13	12	1	4430	4430	 An expression of 'essentially signed' type (signed char) is being converted to Boolean type, '_Bool' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4430.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	265	15	14	1	4430	4430	 An expression of 'essentially signed' type (signed char) is being converted to Boolean type, '_Bool' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4430.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	269	22	21	1	4430	4430	 An expression of 'essentially signed' type (signed char) is being converted to Boolean type, '_Bool' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4430.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	270	13	12	1	4430	4430	 An expression of 'essentially signed' type (signed char) is being converted to Boolean type, '_Bool' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4430.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	271	13	12	1	4430	4430	 An expression of 'essentially signed' type (signed char) is being converted to Boolean type, '_Bool' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4430.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	272	15	14	1	4430	4430	 An expression of 'essentially signed' type (signed char) is being converted to Boolean type, '_Bool' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4430.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	280	22	21	1	1292	1292	 An integer constant of 'essentially signed' type is being converted to type char on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\1292.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	281	13	12	1	1292	1292	 An integer constant of 'essentially signed' type is being converted to type char on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\1292.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	282	13	12	1	1292	1292	 An integer constant of 'essentially signed' type is being converted to type char on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\1292.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	283	15	14	1	1292	1292	 An integer constant of 'essentially signed' type is being converted to type char on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\1292.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	287	22	21	1	4431	4431	 An expression of 'essentially signed' type (signed char) is being converted to character type, 'char' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4431.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	288	13	12	1	4431	4431	 An expression of 'essentially signed' type (signed char) is being converted to character type, 'char' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4431.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	289	13	12	1	4431	4431	 An expression of 'essentially signed' type (signed char) is being converted to character type, 'char' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4431.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	290	15	14	1	4431	4431	 An expression of 'essentially signed' type (signed char) is being converted to character type, 'char' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4431.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	294	22	21	1	4431	4431	 An expression of 'essentially signed' type (signed char) is being converted to character type, 'char' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4431.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	295	13	12	1	4431	4431	 An expression of 'essentially signed' type (signed char) is being converted to character type, 'char' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4431.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	296	13	12	1	4431	4431	 An expression of 'essentially signed' type (signed char) is being converted to character type, 'char' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4431.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	297	15	14	1	4431	4431	 An expression of 'essentially signed' type (signed char) is being converted to character type, 'char' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4431.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	301	22	21	1	4431	4431	 An expression of 'essentially signed' type (signed char) is being converted to character type, 'char' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4431.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	302	13	12	1	4431	4431	 An expression of 'essentially signed' type (signed char) is being converted to character type, 'char' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4431.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	303	13	12	1	4431	4431	 An expression of 'essentially signed' type (signed char) is being converted to character type, 'char' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4431.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	304	15	14	1	4431	4431	 An expression of 'essentially signed' type (signed char) is being converted to character type, 'char' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4431.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	312	13	12	1	1296	1296	 An integer constant of 'essentially signed' type is being converted to enum type on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\1296.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	313	13	12	1	1296	1296	 An integer constant of 'essentially signed' type is being converted to enum type on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\1296.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	314	15	14	1	1296	1296	 An integer constant of 'essentially signed' type is being converted to enum type on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\1296.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	318	13	12	1	4432	4432	 An expression of 'essentially signed' type (signed char) is being converted to enum type, 'TN1' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4432.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	319	13	12	1	4432	4432	 An expression of 'essentially signed' type (signed char) is being converted to enum type, 'TN1' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4432.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	320	15	14	1	4432	4432	 An expression of 'essentially signed' type (signed char) is being converted to enum type, 'TN1' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4432.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	324	13	12	1	4432	4432	 An expression of 'essentially signed' type (signed char) is being converted to enum type, 'TN1' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4432.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	325	13	12	1	4432	4432	 An expression of 'essentially signed' type (signed char) is being converted to enum type, 'TN1' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4432.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	326	15	14	1	4432	4432	 An expression of 'essentially signed' type (signed char) is being converted to enum type, 'TN1' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4432.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	330	13	12	1	4432	4432	 An expression of 'essentially signed' type (signed char) is being converted to enum type, 'TN1' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4432.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-10.03-from-signed.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-10.03-from-signed.c	Rule-10	331	13	12	1	4432	4432	 An expression of 'essentially signed' type (signed char) is being converted to enum type, 'TN1' on assignment.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\4432.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
